Title,Rating,Director,Gross,MPAA Rating,Users Reviews Count,Critics Reviews Count,Ratings Number,Oscar Awards,Total Wins,Total Nom,Year,After 2002
The Birds ,7.7,Alfred Hitchcock,53647.0,PG-13,599,182,18100,0,5,7,1963,0
Hauru no ugoku shiro ,8.2,Hayao Miyazaki,236214446.0,PG,516,254,36300,0,14,20,2004,1
Black Christmas ,7.2,Bob Clark,620000.0,R,443,200,3800,0,3,2,1974,0
The Dark Knight ,9.0,Christopher Nolan,1005973645.0,PG-13,7700,433,2400000,2,159,163,2008,1
Once Upon a Time in... Hollywood ,7.6,Quentin Tarantino,374565754.0,R,5600,646,65300,2,141,376,2019,1
Wonder Woman 1984 ,5.4,Patty Jenkins,166534027.0,PG-13,7300,402,23900,0,10,38,2020,1
Cast Away ,7.8,Robert Zemeckis,429632142.0,PG-13,1200,108,55900,0,15,38,2000,0
The Matrix ,8.7,Lana Wachowski,466364845.0,R,4600,228,1800000,4,42,51,1999,0
Tell Them Willie Boy Is Here ,6.3,Abraham Polonsky,5949.0,M,36,30,2900,0,3,1,1969,0
Coraline ,7.7,Henry Selick,124596837.0,PG,454,343,21200,0,8,46,2009,1
Rare Exports ,6.7,Jalmari Helander,4087363.0,R,118,164,2800,0,12,2,2010,1
The Thin Red Line ,7.6,Terrence Malick,98126565.0,R,1500,183,18200,0,21,47,1998,0
Con Air ,6.9,Simon West,224012234.0,R,436,129,28800,0,7,11,1997,0
The Expendables ,6.5,Sylvester Stallone,274470394.0,R,798,448,33600,0,3,5,2010,1
Venom ,6.7,Ruben Fleischer,856085151.0,PG-13,3900,429,43300,0,3,9,2018,1
Tomb Raider ,6.3,Roar Uthaug,274650803.0,PG-13,1300,417,20500,0,0,8,2018,1
Platoon ,8.1,Oliver Stone,138545632.0,R,648,144,39800,4,24,15,1986,0
The Great Escape ,8.2,John Sturges,228178.0,Approved,397,119,23500,0,3,11,1963,0
"Definitely, Maybe ",7.1,Adam Brooks,55990299.0,PG-13,218,162,16200,0,1,1,2008,1
The Wizard of Oz ,8.0,Victor Fleming,25407411.0,G,765,157,38200,2,13,16,1939,0
Shaun of the Dead ,7.9,Edgar Wright,30097092.0,R,100,278,53600,0,13,20,2004,1
Green Room ,7.0,Jeremy Saulnier,3769214.0,R,372,429,11600,0,8,25,2015,1
Don't Breathe ,7.1,Fede Alvarez,157761002.0,R,825,424,25600,0,7,21,2016,1
Clash of the Titans ,5.8,Louis Leterrier,493214993.0,PG-13,705,353,27700,0,4,14,2010,1
Hook ,6.8,Steven Spielberg,300854823.0,PG,457,96,24500,0,7,22,1991,0
Dawn of the Dead ,7.3,Zack Snyder,102278712.0,R,1100,301,24800,0,1,17,2004,1
Iron Man 2 ,7.0,Jon Favreau,623933331.0,PG-13,967,505,76700,0,7,44,2010,1
Vice ,7.2,Adam McKay,76073488.0,R,769,340,13500,1,35,139,2018,1
Du rififi chez les hommes ,8.1,Jules Dassin,521342.0,Not Rated,142,111,3300,0,6,1,1955,0
Solyaris ,8.0,Andrei Tarkovsky,135289.0,PG,329,150,8800,0,5,4,1972,0
Rocky ,8.1,John G. Avildsen,117250382.0,PG,765,196,54500,3,20,22,1976,0
The Lego Movie ,7.7,Christopher Miller,468060692.0,PG,589,466,33800,0,72,67,2014,1
Poltergeist ,7.3,Tobe Hooper,77142388.0,PG,461,266,15500,0,4,7,1982,0
Le Mans ,6.7,Lee H. Katzin,7573797.0,Approved,94,43,1000,0,0,1,1971,0
Moana ,7.6,Ron Clements,644136488.0,PG,587,402,30200,0,20,90,2016,1
Big ,7.3,Penny Marshall,151927281.0,PG,260,102,21000,0,11,14,1988,0
Conan the Barbarian ,6.9,John Milius,68851475.0,R,439,199,14400,0,2,9,1982,0
Rear Window ,8.5,Alfred Hitchcock,37034514.0,PG,942,173,47000,0,6,13,1954,0
Kôkaku Kidôtai ,8.0,Mamoru Oshii,918738.0,TV-MA,345,121,13700,0,5,7,1995,0
Beetle Juice ,7.5,Tim Burton,74270074.0,PG,422,125,28300,1,7,11,1988,0
Still Alice ,7.5,Richard Glatzer,44779195.0,PG-13,277,307,13100,1,34,35,2014,1
Predators ,6.4,Nimród Antal,127233108.0,R,736,380,22000,0,2,4,2010,1
Evil Dead II ,7.7,Sam Raimi,5924421.0,R,640,306,15600,0,0,5,1987,0
Friday the 13th ,6.4,Sean S. Cunningham,39754601.0,R,842,200,13200,0,0,6,1980,0
Saving Private Ryan ,8.6,Steven Spielberg,482349603.0,R,2700,277,1300000,5,79,75,1998,0
They Live ,7.3,John Carpenter,13008928.0,R,477,228,12200,0,0,4,1988,0
Hercules ,7.3,Ron Clements,252712101.0,G,241,95,21800,0,9,16,1997,0
Carrie ,7.4,Brian De Palma,33800000.0,R,596,184,17800,0,3,8,1976,0
Valerian and the City of a Thousand Planets ,6.5,Luc Besson,225973340.0,PG-13,1100,388,17300,0,0,10,2017,1
Nikita ,7.3,Luc Besson,5017971.0,R,179,92,7000,0,6,17,1990,0
Fences ,7.2,Denzel Washington,64414761.0,PG-13,415,334,10400,1,58,120,2016,1
Ford v Ferrari ,8.1,James Mangold,225508210.0,PG-13,1500,351,34400,2,25,89,2019,1
Escape from New York ,7.2,John Carpenter,25274292.0,R,382,267,13600,0,0,4,1981,0
Grease ,7.2,Randal Kleiser,396271103.0,PG,472,114,25600,0,4,10,1978,0
The Babadook ,6.8,Jennifer Kent,10507563.0,Not Rated,100,525,21100,0,56,64,2014,1
District 9 ,7.9,Neill Blomkamp,210888950.0,R,1400,501,65900,0,31,117,2009,1
American Beauty ,8.3,Sam Mendes,356296601.0,R,2900,209,1100000,5,111,102,1999,0
The Negotiator ,7.3,F. Gary Gray,44547681.0,R,313,70,13700,0,2,6,1998,0
Iron Man Three ,7.1,Shane Black,1214811252.0,PG-13,1300,651,80000,0,20,63,2013,1
Thor ,7.0,Kenneth Branagh,449326618.0,PG-13,989,575,79200,0,5,30,2011,1
Ladri di biciclette ,8.3,Vittorio De Sica,436655.0,Not Rated,335,138,15700,1,20,3,1948,0
The Accountant ,7.3,Gavin O'Connor,155160045.0,R,608,341,28100,0,3,5,2016,1
Gone Girl ,8.1,David Fincher,369330363.0,R,1600,633,92000,0,64,188,2014,1
Lady Bird ,7.4,Greta Gerwig,78966486.0,R,852,478,26600,0,119,226,2017,1
The Foreigner ,7.0,Martin Campbell,145418070.0,R,483,173,10900,0,0,1,2017,1
American History X ,8.5,Tony Kaye,23875127.0,R,1600,128,1100000,0,4,15,1998,0
Wo hu cang long ,7.8,Ang Lee,213525736.0,PG-13,1700,290,26200,4,102,134,2000,0
How to Train Your Dragon ,8.1,Dean DeBlois,494879471.0,PG,677,194,70000,0,25,63,2010,1
The Terminator ,8.0,James Cameron,78371200.0,R,992,249,82500,0,8,6,1984,0
Bad Times at the El Royale ,7.1,Drew Goddard,31882724.0,R,985,317,14000,0,2,11,2018,1
Despicable Me ,7.6,Pierre Coffin,543113985.0,PG,394,191,52100,0,3,41,2010,1
Cowboys & Aliens ,6.0,Jon Favreau,174822325.0,PG-13,584,449,21600,0,1,17,2011,1
Casino Royale ,8.0,Martin Campbell,616502912.0,PG-13,2500,211,62900,0,27,44,2006,1
Lara Croft: Tomb Raider ,5.8,Simon West,274703340.0,PG-13,871,203,20500,0,4,21,2001,0
X-Men ,7.4,Bryan Singer,296339528.0,PG-13,1400,322,59200,0,13,26,2000,0
Dracula Untold ,6.3,Gary Shore,217124280.0,PG-13,539,284,18800,0,3,5,2014,1
Repo Man ,6.9,Alex Cox,129000.0,R,191,114,3600,0,2,3,1984,0
Eraser ,6.1,Chuck Russell,242295562.0,R,158,83,10800,0,3,2,1996,0
It ,7.3,Andy Muschietti,701796444.0,R,200,633,50000,0,9,48,2017,1
True Lies ,7.2,James Cameron,378882411.0,R,444,105,24900,0,8,23,1994,0
(500) Days of Summer ,7.7,Marc Webb,60800444.0,PG-13,690,354,49200,0,17,58,2009,1
The Doors ,7.2,Oliver Stone,34416893.0,R,269,88,8900,0,0,3,1991,0
Creepshow ,6.9,George A. Romero,21028755.0,R,259,190,4600,0,0,2,1982,0
Being John Malkovich ,7.7,Spike Jonze,23106667.0,R,915,266,32500,0,48,79,1999,0
Jui kuen II ,7.6,Chia-Liang Liu,11555430.0,R,164,93,4500,0,3,1,1994,0
Kokuriko-zaka kara ,7.4,Gorô Miyazaki,61487846.0,PG,84,142,4000,0,6,11,2011,1
The War of the Roses ,6.8,Danny DeVito,160188546.0,R,117,50,5100,0,2,9,1989,0
The Outsiders ,7.1,Francis Ford Coppola,25699058.0,PG,391,58,8200,0,1,4,1983,0
Jack Reacher ,7.0,Christopher McQuarrie,218340595.0,PG-13,584,419,32400,0,1,6,2012,1
The Vikings ,7.1,Richard Fleischer,20311.0,Not Rated,138,61,1400,0,2,2,1958,0
The 13th Warrior ,6.6,John McTiernan,61698899.0,R,614,96,12100,0,2,2,1999,0
The Curious Case of Benjamin Button ,7.8,David Fincher,335802786.0,PG-13,100,324,62000,3,83,160,2008,1
Pirates of the Caribbean: The Curse of the Black Pearl ,8.0,Gore Verbinski,654264015.0,PG-13,2200,190,1100000,0,38,104,2003,1
Justice League ,6.1,Zack Snyder,657926987.0,PG-13,2200,482,42900,0,2,13,2017,1
Willy Wonka & the Chocolate Factory ,7.8,Mel Stuart,566357.0,G,442,92,19100,0,2,3,1971,0
The Bourne Identity ,7.9,Doug Liman,214034224.0,PG-13,961,255,52800,0,3,6,2002,0
The Dark Knight Rises ,8.4,Christopher Nolan,1081142612.0,PG-13,3500,558,1600000,0,38,103,2012,1
Joan of Arc ,6.4,Luc Besson,66976317.0,R,409,119,6600,0,5,13,1999,0
Exodus ,6.7,Otto Preminger,4000000.0,Approved,87,31,9500,1,5,7,1960,0
Neko no ongaeshi ,7.2,Hiroyuki Morita,54505662.0,G,116,84,5300,0,0,1,2002,0
Maleficent ,7.0,Robert Stromberg,758411779.0,PG,838,435,36100,0,12,43,2014,1
Willow ,7.3,Ron Howard,57269863.0,PG,282,119,10800,0,1,11,1988,0
A Clockwork Orange ,8.3,Stanley Kubrick,26904636.0,X,1600,198,79200,0,12,24,1971,0
Finding Nemo ,8.1,Andrew Stanton,940352645.0,G,100,158,99200,1,48,63,2003,1
Timeline ,5.7,Andrew Stanton,43935763.0,G,100,158,99200,1,48,63,2003,1
The Italian Job ,7.0,F. Gary Gray,176070171.0,PG-13,562,173,35500,0,7,9,2003,1
The Expendables 2 ,6.6,Simon West,314975955.0,R,531,407,30000,0,4,5,2012,1
Triple 9 ,6.3,John Hillcoat,23177948.0,R,211,261,7000,0,0,4,2016,1
Face/Off ,7.2,John Woo,245676146.0,R,655,134,36300,0,11,22,1997,0
The Prestige ,8.5,Christopher Nolan,109676311.0,PG-13,1500,372,1300000,0,6,45,2006,1
RoboCop ,7.6,Paul Verhoeven,53425389.0,R,582,294,24600,1,11,13,1987,0
Night at the Museum ,6.4,Shawn Levy,574481229.0,PG,494,174,33000,0,2,8,2006,1
Cleopatra ,7.0,Joseph L. Mankiewicz,57777778.0,G,248,92,3200,4,6,13,1963,0
Alien³ ,6.5,David Fincher,159814498.0,R,990,267,29000,0,5,25,1992,0
Avengers: Age of Ultron ,7.3,Joss Whedon,1402809540.0,PG-13,1300,698,80100,0,8,49,2015,1
Charlie and the Chocolate Factory ,6.6,Tim Burton,474968763.0,PG,1400,268,45200,0,15,52,2005,1
Snowpiercer ,7.1,Bong Joon Ho,86758912.0,R,100,501,34400,0,34,105,2013,1
Blade Runner ,8.1,Ridley Scott,41676878.0,R,1600,277,73000,0,12,19,1982,0
Titanic ,7.8,James Cameron,2201647264.0,PG-13,300,337,1100000,11,125,83,1997,0
Brave ,7.1,Mark Andrews,538983207.0,PG,552,513,39100,1,20,48,2012,1
Raiders of the Lost Ark ,8.4,Steven Spielberg,389925971.0,PG,100,274,92400,5,37,24,1981,0
The Spy in Black ,6.9,Michael Powell,47300.0,Approved,22,24,2100,0,0,1,1939,0
K-19: The Widowmaker ,6.7,Kathryn Bigelow,65716126.0,PG-13,297,119,6200,0,1,2,2002,0
The Grey ,6.8,Joe Carnahan,79781695.0,R,908,428,24700,0,2,8,2011,1
Inglourious Basterds ,8.3,Quentin Tarantino,321457747.0,R,200,412,1300000,1,133,172,2009,1
Speed ,7.2,Jan de Bont,350448145.0,R,513,146,34700,2,20,20,1994,0
Total Recall ,7.5,Paul Verhoeven,261317921.0,R,526,258,31700,1,7,16,1990,0
The Thing from Another World ,7.1,Christian Nyby,1600000.0,Approved,329,116,2900,0,1,0,1951,0
Giù la testa ,7.6,Sergio Leone,980.0,PG,157,97,3300,0,1,2,1971,0
Field of Dreams ,7.5,Phil Alden Robinson,84431625.0,PG,376,90,11500,0,7,13,1989,0
Per qualche dollaro in più ,8.2,Sergio Leone,15000000.0,R,325,98,24600,0,0,2,1965,0
Marathon Man ,7.4,John Schlesinger,21709020.0,R,202,97,6100,0,4,11,1976,0
"Three Billboards Outside Ebbing, Missouri ",8.1,Martin McDonagh,160260573.0,R,1300,576,47200,2,131,232,2017,1
Hot Fuzz ,7.8,Edgar Wright,80743363.0,R,887,303,48600,0,2,9,2007,1
Agora ,7.2,Alejandro Amenábar,39457342.0,R,206,190,6800,0,11,15,2009,1
Star Trek ,7.9,J.J. Abrams,385680446.0,PG-13,1700,528,59200,1,27,95,2009,1
Captain America: The First Avenger ,6.9,Joe Johnston,370569774.0,PG-13,100,571,79200,0,4,46,2011,1
Rain Man ,8.0,Barry Levinson,354825435.0,R,489,102,49300,4,26,23,1988,0
Pitch Perfect ,7.1,Jason Moore,115350426.0,PG-13,359,244,29200,0,7,20,2012,1
Cars 3 ,6.7,Brian Fee,383930656.0,G,378,279,8700,0,1,24,2017,1
2001: A Space Odyssey ,8.3,Stanley Kubrick,65802496.0,G,2300,284,63600,1,16,12,1968,0
Interstellar ,8.6,Christopher Nolan,701729206.0,PG-13,4800,633,1600000,1,44,148,2014,1
2012 ,5.8,Roland Emmerich,791217826.0,PG-13,1200,240,36600,0,5,21,2009,1
Everest ,7.1,Baltasar Kormákur,203427584.0,PG-13,367,398,21000,0,1,8,2015,1
Exodus: Gods and Kings ,6.0,Ridley Scott,268175631.0,PG-13,782,336,16500,0,0,5,2014,1
Noah ,5.7,Darren Aronofsky,359200044.0,PG-13,1400,451,25000,0,1,19,2014,1
Clash of the Titans ,6.9,Desmond Davis,41092328.0,PG,220,111,4300,0,2,6,1981,0
Timecop ,5.9,Peter Hyams,101646581.0,R,168,97,5800,0,1,4,1994,0
The Italian Job ,7.3,Peter Collinson,113867.0,G,208,63,4500,0,0,1,1969,0
Gone in 60 Seconds ,6.4,Peter Collinson,150000.0,G,208,63,4500,0,0,1,1974,0
The Hunger Games ,7.2,Gary Ross,694394724.0,PG-13,2100,492,87900,0,33,48,2012,1
The Lord of the Rings: The Two Towers ,8.7,Peter Jackson,947495095.0,PG-13,2600,328,1600000,2,126,138,2002,0
Harry Potter and the Chamber of Secrets ,7.4,Chris Columbus,879602366.0,PG,998,248,58900,0,13,46,2002,0
Dracula ,7.4,Francis Ford Coppola,215862692.0,R,813,202,20700,3,24,25,1992,0
Finding Dory ,7.3,Andrew Stanton,1028570942.0,PG,472,425,25800,0,17,46,2016,1
Mission: Impossible ,7.1,Brian De Palma,457696391.0,PG-13,497,205,40600,0,3,17,1996,0
Aquaman ,6.9,James Wan,1148485886.0,PG-13,4300,461,42300,0,2,39,2018,1
True Grit ,7.6,Ethan Coen,252276927.0,PG-13,842,532,32600,0,38,169,2010,1
The Naked Gun: From the Files of Police Squad! ,7.6,David Zucker,78756177.0,PG-13,244,102,16200,0,0,1,1988,0
The Silence of the Lambs ,8.6,Jonathan Demme,272742922.0,R,1400,246,1300000,5,69,51,1991,0
Sweeney Todd: The Demon Barber of Fleet Street ,7.3,Tim Burton,153383627.0,R,903,388,35600,1,34,77,2007,1
The Godfather ,9.2,Francis Ford Coppola,246120986.0,R,4700,269,1700000,3,31,30,1972,0
My Own Private Idaho ,7.0,Gus Van Sant,6401336.0,R,183,73,5400,0,12,10,1991,0
John Wick: Chapter 2 ,7.5,Chad Stahelski,171547802.0,R,952,487,40000,0,4,10,2017,1
Transformers ,7.0,Michael Bay,709709780.0,PG-13,1900,401,61700,0,25,50,2007,1
Indiana Jones and the Temple of Doom ,7.5,Steven Spielberg,333107271.0,PG,744,170,46900,1,11,21,1984,0
Star Trek Into Darkness ,7.7,J.J. Abrams,467365246.0,PG-13,1200,631,47400,0,7,59,2013,1
Pirates of the Caribbean: Dead Man's Chest ,7.3,Gore Verbinski,1066179747.0,PG-13,1900,326,68100,1,45,54,2006,1
Black Swan ,8.0,Darren Aronofsky,329398046.0,R,1300,711,73000,1,97,279,2010,1
Spider-Man ,7.3,Sam Raimi,825025036.0,PG-13,2200,334,73600,0,16,63,2002,0
Army of Darkness ,7.5,Sam Raimi,11505128.0,R,686,257,17000,0,12,7,1992,0
The Lord of the Rings: The Return of the King ,8.9,Peter Jackson,1146030912.0,PG-13,3900,361,1700000,11,209,124,2003,1
Captain Marvel ,6.8,Anna Boden,1128462972.0,PG-13,7300,532,50200,0,9,52,2019,1
The Towering Inferno ,7.0,John Guillermin,116000000.0,PG,252,93,4200,3,12,13,1974,0
Die Hard ,8.2,John McTiernan,141603197.0,R,100,215,82800,0,8,6,1988,0
Shaft ,6.4,John McTiernan,21360215.0,R,100,215,82800,0,8,6,2019,1
Eternal Sunshine of the Spotless Mind ,8.3,Michel Gondry,74036715.0,R,1900,311,95600,1,73,111,2004,1
Robin Hood ,6.6,Ridley Scott,321669741.0,PG-13,654,343,26200,0,1,14,2010,1
Waterworld ,6.2,Kevin Reynolds,264218220.0,PG-13,429,135,19000,0,6,9,1995,0
Mad Max Beyond Thunderdome ,6.3,George Miller,36230219.0,PG-13,258,145,13200,0,1,8,1985,0
Midnight Cowboy ,7.8,John Schlesinger,44785053.0,X,415,136,10700,3,28,16,1969,0
Bridge of Spies ,7.6,Steven Spielberg,165478348.0,PG-13,509,508,30100,1,30,103,2015,1
Gods of Egypt ,5.4,Alex Proyas,150680864.0,PG-13,537,217,11200,0,2,14,2016,1
San Andreas ,6.1,Brad Peyton,474009154.0,PG-13,680,406,22600,0,2,10,2015,1
Anchorman: The Legend of Ron Burgundy ,7.2,Adam McKay,90709367.0,PG-13,638,169,34300,0,1,13,2004,1
Gone in Sixty Seconds ,6.5,Dominic Sena,237202299.0,PG-13,571,131,27000,0,9,6,2000,0
The Terminal ,7.4,Steven Spielberg,219100084.0,PG-13,797,157,43400,0,7,8,2004,1
Alien: Resurrection ,6.2,Jean-Pierre Jeunet,161376069.0,R,781,252,23900,0,7,21,1997,0
Star Wars: Episode I - The Phantom Menace ,6.5,George Lucas,1027082707.0,PG,3900,363,76200,0,26,69,1999,0
Wall Street ,7.4,Oliver Stone,43848069.0,R,249,124,15000,1,10,5,1987,0
Black Hawk Down ,7.7,Ridley Scott,172989651.0,R,1100,222,38000,2,11,37,2001,0
Young Guns ,6.9,Christopher Cain,45661556.0,R,152,47,5900,0,1,2,1988,0
Daddy's Home ,6.2,Sean Anders,242786137.0,PG-13,214,177,11500,0,1,4,2015,1
Mudbound ,7.4,Dee Rees,85955.0,R,161,176,4700,0,36,118,2017,1
Lawless ,7.3,John Hillcoat,55404207.0,R,348,370,23600,0,1,8,2012,1
Road to Perdition ,7.7,Sam Mendes,181001478.0,R,1100,214,25900,1,23,82,2002,0
Scream ,7.3,Wes Craven,173046663.0,R,1100,291,31300,0,11,11,1996,0
The Other Guys ,6.7,Adam McKay,170458922.0,PG-13,439,284,25500,0,3,15,2010,1
Blood Diamond ,8.0,Edward Zwick,171720398.0,R,758,182,52400,0,8,32,2006,1
Donnie Darko ,8.0,Richard Kelly,6981586.0,R,2300,393,77000,0,12,16,2001,0
Nightcrawler ,7.8,Dan Gilroy,47398992.0,R,898,574,50300,0,42,124,2014,1
Cocktail ,5.9,Roger Donaldson,171504781.0,R,153,63,8300,0,5,6,1988,0
Rope ,8.0,Alfred Hitchcock,10590.0,Approved,432,135,13700,0,2,4,1948,0
Million Dollar Baby ,8.1,Clint Eastwood,216763646.0,PG-13,1200,270,66200,4,67,86,2004,1
Reservoir Dogs ,8.3,Quentin Tarantino,2913644.0,R,1200,198,96700,0,12,23,1992,0
Master and Commander: The Far Side of the World ,7.4,Peter Weir,211622535.0,PG-13,776,267,21300,2,23,90,2003,1
Dead Poets Society ,8.1,Peter Weir,235860116.0,PG,717,114,45500,1,20,19,1989,0
X2 ,7.4,Bryan Singer,407711549.0,PG-13,1100,170,53100,0,6,41,2003,1
Deadpool ,8.0,Tim Miller,782836791.0,R,1500,666,96100,0,28,78,2016,1
Big Trouble in Little China ,7.3,John Carpenter,11100577.0,PG-13,429,239,13300,0,1,1,1986,0
Interview with the Vampire: The Vampire Chronicles ,7.5,Neil Jordan,223664608.0,R,497,75,30700,0,24,36,1994,0
Breakdown ,6.9,Jonathan Mostow,50159144.0,R,297,103,5300,0,1,2,1997,0
Tootsie ,7.4,Sydney Pollack,177200000.0,PG,262,100,10300,1,25,30,1982,0
Nuovo Cinema Paradiso ,8.5,Giuseppe Tornatore,13019063.0,PG,575,137,24800,1,25,32,1988,0
Sin City ,8.0,Frank Miller,158733820.0,R,1800,390,75300,0,38,54,2005,1
Westworld ,7.0,Michael Crichton,1250000.0,PG,233,119,5600,0,0,4,1973,0
The Magnificent Seven ,7.7,John Sturges,2000000.0,Approved,312,137,9200,0,2,6,1960,0
The Hobbit: An Unexpected Journey ,7.8,Peter Jackson,1017003568.0,PG-13,1400,674,78600,0,11,75,2012,1
Mission: Impossible - Fallout ,7.7,Christopher McQuarrie,791657398.0,PG-13,1700,473,31100,0,24,40,2018,1
Erin Brockovich ,7.4,Steven Soderbergh,256271286.0,R,554,152,18800,1,33,59,2000,0
One Flew Over the Cuckoo's Nest ,8.7,Milos Forman,109114817.0,R,100,186,96200,5,38,16,1975,0
Men in Black ,7.3,Barry Sonnenfeld,589390539.0,PG-13,378,165,54100,1,22,39,1997,0
Captain America: Civil War ,7.8,Anthony Russo,1153337496.0,PG-13,1500,672,72000,0,16,72,2016,1
Sherlock Holmes ,7.6,Guy Ritchie,524028679.0,PG-13,740,427,60800,0,10,31,2009,1
Bill & Ted's Excellent Adventure ,7.0,Stephen Herek,40508994.0,PG,274,127,12600,0,0,3,1989,0
Mud ,7.4,Jeff Nichols,32613173.0,PG-13,339,394,17500,0,15,39,2012,1
Hercules ,6.0,Brett Ratner,244819862.0,PG-13,320,262,15200,0,0,2,2014,1
Harry Potter and the Prisoner of Azkaban ,7.9,Alfonso Cuarón,797361618.0,PG,1600,301,58800,0,17,53,2004,1
Butch Cassidy and the Sundance Kid ,8.0,George Roy Hill,102310697.0,PG,455,114,21000,4,21,15,1969,0
Kick-Ass ,7.6,Matthew Vaughn,96188903.0,R,879,475,54300,0,19,62,2010,1
Crash ,7.7,Paul Haggis,98410061.0,R,1700,289,42900,3,66,112,2004,1
The Blind Side ,7.6,John Lee Hancock,309208309.0,PG-13,559,277,31200,1,9,30,2009,1
Cape Fear ,7.3,Martin Scorsese,182291969.0,R,373,145,18500,0,5,21,1991,0
Goodfellas ,8.7,Martin Scorsese,46963277.0,R,1400,155,1100000,1,44,38,1990,0
Teenage Mutant Ninja Turtles ,6.8,Steve Barron,201965915.0,PG,238,134,9000,0,3,3,1990,0
Pi li shi jie ,6.5,Steve Barron,36.0,PG,238,134,9000,0,3,3,1985,0
Mission: Impossible - Ghost Protocol ,7.4,Brad Bird,694713380.0,PG-13,616,285,47300,0,5,30,2011,1
John Wick: Chapter 3 - Parabellum ,7.4,Chad Stahelski,327281779.0,R,2300,396,31200,0,17,27,2019,1
Wedding Crashers ,6.9,David Dobkin,288467645.0,R,689,186,34400,0,11,11,2005,1
Dirty Dancing ,7.0,Emile Ardolino,214577242.0,PG-13,510,118,21700,1,11,6,1987,0
The Hunger Games: Catching Fire ,7.5,Francis Lawrence,865011746.0,PG-13,757,529,63800,0,22,68,2013,1
Harry Potter and the Goblet of Fire ,7.7,Mike Newell,896678241.0,PG-13,200,324,58100,0,13,44,2005,1
Focus ,6.6,Glenn Ficarra,158762963.0,R,314,306,23400,0,0,3,2015,1
Blade Runner 2049 ,8.0,Denis Villeneuve,259334548.0,R,2300,648,51600,2,99,158,2017,1
Prometheus ,7.0,Ridley Scott,403354469.0,R,2600,552,58900,0,6,47,2012,1
Terminator 2: Judgment Day ,8.5,James Cameron,520881154.0,R,1400,313,100000,4,36,33,1991,0
28 Weeks Later ,6.9,Juan Carlos Fresnadillo,65048678.0,R,838,131,26800,0,3,16,2007,1
Indiana Jones and the Last Crusade ,8.2,Steven Spielberg,474171806.0,PG-13,637,180,72300,1,8,22,1989,0
Enter the Dragon ,7.7,Robert Clouse,42805.0,R,343,177,10200,0,1,0,1973,0
The Lord of the Rings ,6.2,Ralph Bakshi,30471420.0,PG,343,78,3200,0,1,3,1978,0
Goon ,6.8,Michael Dowse,6985158.0,R,183,155,8600,0,1,13,2011,1
El laberinto del fauno ,8.2,Guillermo del Toro,83850267.0,R,1300,466,64300,3,110,115,2006,1
Forrest Gump ,8.8,Robert Zemeckis,678226133.0,PG-13,2700,171,1900000,6,50,75,1994,0
Superbad ,7.6,Greg Mottola,170812526.0,R,747,253,54800,0,11,24,2007,1
Moneyball ,7.6,Bennett Miller,110206216.0,PG-13,472,438,39700,0,29,82,2011,1
Ocean's Eleven ,6.6,Lewis Milestone,2800000.0,Approved,148,66,2200,0,0,2,1960,0
X-Men Origins: Wolverine ,6.6,Gavin Hood,373062864.0,PG-13,759,252,48500,0,3,21,2009,1
Unbreakable ,7.3,M. Night Shyamalan,248118121.0,PG-13,1500,307,40400,0,2,15,2000,0
Wanted ,6.7,Timur Bekmambetov,342463063.0,R,830,314,37700,0,4,25,2008,1
American Pie ,7.0,Paul Weitz,235483004.0,R,845,98,39200,0,9,14,1999,0
Maleficent: Mistress of Evil ,6.6,Joachim Rønning,491730089.0,PG,748,233,9600,0,1,11,2019,1
47 Ronin ,6.3,Carl Rinsch,151783839.0,PG-13,410,232,15500,0,0,5,2013,1
R.I.P.D. ,5.6,Carl Rinsch,78324220.0,PG-13,410,232,15500,0,0,5,2013,1
Ace Ventura: When Nature Calls ,6.4,Steve Oedekerk,212385533.0,PG-13,218,72,21000,0,7,6,1995,0
Tropic Thunder ,7.0,Ben Stiller,195702963.0,R,692,332,39700,0,10,47,2008,1
The Jungle Book ,7.6,Wolfgang Reitherman,205843612.0,G,184,124,17400,0,6,3,1967,0
127 Hours ,7.5,Danny Boyle,60738797.0,R,517,467,36300,0,23,150,2010,1
Fargo ,8.1,Joel Coen,60611975.0,R,100,243,64800,2,83,58,1996,0
Planet Terror ,7.0,Robert Rodriguez,11446172.0,R,295,179,20600,0,0,3,2007,1
"Good Morning, Vietnam ",7.3,Barry Levinson,123922370.0,R,174,64,13400,0,7,4,1987,0
Snatch ,8.3,Guy Ritchie,83557872.0,R,896,167,81800,0,4,7,2000,0
Ender's Game ,6.6,Gavin Hood,125544024.0,PG-13,658,344,23300,0,1,6,2013,1
The Expendables 3 ,6.1,Patrick Hughes,214657577.0,PG-13,422,344,17700,0,2,5,2014,1
Split ,7.3,M. Night Shyamalan,278454417.0,PG-13,1100,563,46100,0,10,25,2016,1
Escape Plan ,6.7,Mikael Håfström,137328301.0,R,372,309,23600,0,0,2,2013,1
Jin ling shi san chai ,7.6,Yimou Zhang,2855644.0,R,174,141,5200,0,15,16,2011,1
Dragon: The Bruce Lee Story ,7.0,Rob Cohen,63513743.0,PG-13,114,41,3100,0,1,3,1993,0
Hannibal ,6.8,Ridley Scott,351692268.0,R,1400,280,26500,0,9,25,2001,0
Mean Girls ,7.0,Mark Waters,130126277.0,PG-13,709,123,36000,0,7,25,2004,1
